Power                   Time
785.1390030793141	0.256
785.1390030793141	0.268
785.1390030793141	0.28
785.1390030793141	0.292
785.1390030793141	0.304
785.1390030793141	0.316
785.1390030793141	0.328
785.1390030793141	0.34
785.1390030793141	0.352
785.1390030793141	0.364
785.1390030793141	0.376
785.1390030793141	0.388
785.1390030793141	0.4
785.1390030793141	0.412
785.1390030793141	0.424
785.1390030793141	0.436
785.1390030793141	0.448
785.1390030793141	0.46
785.1390030793141	0.472
785.1390030793141	0.484
785.1390030793141	0.496
785.1390030793141	0.508
785.1390030793141	0.52
785.1390030793141	0.532
785.1390030793141	0.544
785.1390030793141	0.556
785.1390030793141	0.568
785.1390030793141	0.58
785.1390030793141	0.592
785.1390030793141	0.604
785.1390030793141	0.616
785.1390030793141	0.628
785.1390030793141	0.64
785.1390030793141	0.652
785.1390030793141	0.664
785.1390030793141	0.676
785.1390030793141	0.688
785.1390030793141	0.7
785.1390030793141	0.712
785.1390030793141	0.724
785.1390030793141	0.736
785.1390030793141	0.748
785.1390030793141	0.76
785.1390030793141	0.772
785.1390030793141	0.784
785.1390030793141	0.796
785.1390030793141	0.808
785.1390030793141	0.82
785.1390030793141	0.832
785.1390030793141	0.844
785.1390030793141	0.856
785.1390030793141	0.868
785.1390030793141	0.88
785.1390030793141	0.892
785.1390030793141	0.904
785.1390030793141	0.916
785.1390030793141	0.928
785.1390030793141	0.94
785.1390030793141	0.952
785.1390030793141	0.964
785.1390030793141	0.976
785.1390030793141	0.988
785.1390030793141	1.0
785.1390030793141	1.012
785.1390030793141	1.024
785.1390030793141	1.036
785.1390030793141	1.048
785.1390030793141	1.06
785.1390030793141	1.072
785.1390030793141	1.084
785.1390030793141	1.096
785.1390030793141	1.108
785.1390030793141	1.12
785.1390030793141	1.132
785.1390030793141	1.144
785.1390030793141	1.156
785.1390030793141	1.168
785.1390030793141	1.18
785.1390030793141	1.192
785.1390030793141	1.204
785.1390030793141	1.216
785.1390030793141	1.228
785.1390030793141	1.24
785.1390030793141	1.252
785.1390030793141	1.264
785.1390030793141	1.276
785.1390030793141	1.288
785.1390030793141	1.3
785.1390030793141	1.312
785.1390030793141	1.324
785.1390030793141	1.336
785.1390030793141	1.348
785.1390030793141	1.36
785.1390030793141	1.372
785.1390030793141	1.384
785.1390030793141	1.396
785.1390030793141	1.408
785.1390030793141	1.42
785.1390030793141	1.432
785.1390030793141	1.444
785.1390030793141	1.456
785.1390030793141	1.468
785.1390030793141	1.48
785.1390030793141	1.492
785.1390030793141	1.504
785.1390030793141	1.516
785.1390030793141	1.528
785.1390030793141	1.54
785.1390030793141	1.552
785.1390030793141	1.564
785.1390030793141	1.576
785.1390030793141	1.588
785.1390030793141	1.6
785.1390030793141	1.612
785.1390030793141	1.624
785.1390030793141	1.636
785.1390030793141	1.648
785.1390030793141	1.66
785.1390030793141	1.672
785.1390030793141	1.684
785.1390030793141	1.696
785.1390030793141	1.708
785.1390030793141	1.72
785.1390030793141	1.732
785.1390030793141	1.744
785.1390030793141	1.756
785.1390030793141	1.768
785.1390030793141	1.78
785.1390030793141	1.792
785.1390030793141	1.804
785.1390030793141	1.816
785.1390030793141	1.828
785.1390030793141	1.84
785.1390030793141	1.852
785.1390030793141	1.864
785.1390030793141	1.876
785.1390030793141	1.888
785.1390030793141	1.9
785.1390030793141	1.912
785.1390030793141	1.924
785.1390030793141	1.936
785.1390030793141	1.948
785.1390030793141	1.96
785.1390030793141	1.972
785.1390030793141	1.984
785.1390030793141	1.996
785.1390030793141	2.008
785.1390030793141	2.02
785.1390030793141	2.032
785.1390030793141	2.044
785.1390030793141	2.056
783.9644785910231	2.068
782.7539174150443	2.08
781.5255409942412	2.092
780.2965994686112	2.104
779.0827805447639	2.116
777.8982489487292	2.128
776.7563176560247	2.14
775.6701808390171	2.152
774.6536597496184	2.164
773.7221195918495	2.176
772.8933642702008	2.188
772.1883979185816	2.2
771.6319827437354	2.212
771.2526853702359	2.224
771.0823679449715	2.236
771.1553585352918	2.248
771.507588238617	2.26
772.1752699530199	2.272
773.1932996138817	2.284
774.5939461012446	2.296
776.4056318872116	2.308
778.6517062461685	2.32
781.3492975402833	2.332
784.5084567619912	2.344
788.1316433410842	2.356
792.2135521772502	2.368
796.7412863865324	2.38
801.6947984393131	2.392
807.0476333215773	2.404
812.7678899281644	2.416
818.8192998595481	2.428
825.1624329260694	2.44
831.7559747137009	2.452
838.5580639643983	2.464
845.5276372944195	2.476
852.6257948424857	2.488
859.8168972515825	2.5
867.069379709512	2.512
874.3565398607765	2.524
881.6570703399908	2.536
888.9551064238541	2.548
896.240117433672	2.56
903.5066584153109	2.572
910.753805314853	2.584
917.9845603874118	2.596
925.2051195250001	2.608
932.423856383246	2.62
939.650139437657	2.632
946.8930958849592	2.644
954.1604899750959	2.656
961.4579318653904	2.668
968.788428505557	2.68
976.1521944960274	2.692
983.5467206396252	2.704
990.9668880518252	2.716
998.4051516784066	2.728
1005.8519564275064	2.74
1013.296267019565	2.752
1020.7261675806546	2.764
1028.1293247112058	2.776
1035.4933472741209	2.788
1042.8062922124507	2.8
1050.057150466342	2.812
1057.2362719670073	2.824
1064.3357376611984	2.836
1071.3495620778288	2.848
1078.2737607009449	2.86
1085.1063481096353	2.872
1091.847338395228	2.884
1098.49870924526	2.896
1105.0642432717352	2.908
1111.5492922033802	2.92
1117.9605051311191	2.932
1124.3055457365601	2.944
1130.5927916739154	2.956
1136.831101654274	2.968
1143.0297310888216	2.98
1149.1982714485864	2.992
1155.34657025907	3.004
1161.4847369029076	3.016
